,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight
3734,L06-4,1,distance_3_prime,92300,92300,8,1.0085130851294855,527.8891714510086
3678,L06-3,1,distance_3_prime,92300,92300,8,1.0085130851294855,528.8976845361381
3748,L06-4,2,distance_3_prime,93505,93505,12,0.6984596116473428,529.5961441477854
1250,L06-2,2,distance_5_prime,93942,93942,12,0.5743068274156284,530.170450975201
1239,L06-2,1,distance_5_prime,93945,93945,8,1.0264871265708506,531.1969381017718
1360,L06-4,1,distance_5_prime,93945,93945,8,1.0264871265708506,532.2234252283426
1184,L06-1,1,distance_5_prime,93945,93945,8,1.0264871265708506,533.2499123549135
1304,L06-3,1,distance_5_prime,93945,93945,8,1.0264871265708506,534.2763994814843
3856,L07-2,2,distance_3_prime,94074,94074,12,0.8018883538489843,535.0782878353333
2667,L02-2,2,distance_3_prime,95108,95108,12,0.610290649734825,535.6885784850681
3016,L03-4,2,distance_3_prime,95143,95143,12,0.7176902477967337,536.4062687328649
2029,L10-2,2,distance_5_prime,95711,95711,12,0.5459767601496082,536.9522454930145
1315,L06-3,2,distance_5_prime,97048,97048,12,0.7746410576203542,537.7268865506348
1258,L06-2,2,distance_5_prime,97330,97330,12,0.5950190916987409,538.3219056423336
1380,L06-4,2,distance_5_prime,97432,97432,12,0.7277933466875985,539.0496989890212
2494,L01-3,2,distance_3_prime,97746,97746,12,0.6637088072047889,539.713407796226
2389,L01-1,2,distance_3_prime,97751,97751,12,0.9459682648232436,540.6593760610492
2445,L01-2,2,distance_3_prime,97751,97751,12,1.1443963687982008,541.8037724298474
2375,L01-1,1,distance_3_prime,97754,97754,8,1.030171459885553,542.833943889733
2532,L01-4,1,distance_3_prime,97754,97754,8,1.030171459885553,543.8641153496185
2431,L01-2,1,distance_3_prime,97754,97754,8,1.030171459885553,544.894286809504
2478,L01-3,1,distance_3_prime,97754,97754,8,1.030171459885553,545.9244582693896
2492,L01-3,2,distance_3_prime,98060,98060,12,0.6658409104669408,546.5902991798565
918,L04-4,2,distance_5_prime,98316,98316,12,0.6218726939214404,547.212171873778
2392,L01-1,2,distance_3_prime,98721,98721,12,0.9553552707554442,548.1675271445334
2600,L02-1,2,distance_3_prime,99200,99200,12,0.8028309502661604,548.9703580947996
2647,L02-2,1,distance_3_prime,99203,99203,8,0.8990817996952549,549.8694398944949
2783,L02-4,1,distance_3_prime,99203,99203,8,0.8990817996952549,550.7685216941902
2716,L02-3,1,distance_3_prime,99203,99203,8,0.8990817996952549,551.6676034938855
2580,L02-1,1,distance_3_prime,99203,99203,8,0.8990817996952549,552.5666852935808
1197,L06-1,2,distance_5_prime,100035,100035,12,0.976039301107661,553.5427245946885
2915,L03-2,2,distance_3_prime,100370,100370,12,0.7622883587167855,554.3050129534053
2871,L03-1,2,distance_3_prime,100372,100372,12,0.9857868934303462,555.2907998468356
2967,L03-3,2,distance_3_prime,100374,100374,12,0.837377511896858,556.1281773587325
2901,L03-2,1,distance_3_prime,100375,100375,8,1.0133131427850337,557.1414905015175
2860,L03-1,1,distance_3_prime,100375,100375,8,1.0133131427850337,558.1548036443025
3009,L03-4,1,distance_3_prime,100375,100375,8,1.0133131427850337,559.1681167870876
2953,L03-3,1,distance_3_prime,100375,100375,8,1.0133131427850337,560.1814299298726
2736,L02-3,2,distance_3_prime,100497,100497,12,0.7488441004102,560.9302740302828
1152,L05-4,2,distance_5_prime,100554,100554,12,0.5619449058828625,561.4922189361657
240,L02-1,2,distance_5_prime,101599,101599,12,0.8222461866541495,562.3144651228199
422,L02-4,1,distance_5_prime,101605,101605,8,0.920851247019106,563.235316369839
355,L02-3,1,distance_5_prime,101605,101605,8,0.920851247019106,564.156167616858
286,L02-2,1,distance_5_prime,101605,101605,8,0.920851247019106,565.0770188638771
219,L02-1,1,distance_5_prime,101605,101605,8,0.920851247019106,565.9978701108962
3746,L06-4,2,distance_3_prime,102798,102798,12,0.7678760617948083,566.765746172691
1091,L05-3,2,distance_5_prime,102949,102949,12,0.8710177554259348,567.6367639281169
2813,L02-4,2,distance_3_prime,103098,103098,12,0.8608298137337445,568.4975937418507
3022,L03-4,2,distance_3_prime,103470,103470,12,0.7805031367470864,569.2780968785978
3458,L05-3,2,distance_3_prime,103767,103767,12,0.8779385853896879,570.1560354639875
363,L02-3,2,distance_5_prime,106200,106200,12,0.7913394774327913,570.9473749414202
2877,L03-1,2,distance_3_prime,106327,106327,12,1.044272934860005,571.9916478762802
4403,L10-2,2,distance_3_prime,106433,106433,12,0.6071396653780992,572.5987875416583
4394,L10-2,2,distance_3_prime,107244,107244,12,0.6117659586200601,573.2105535002784
299,L02-2,2,distance_5_prime,107752,107752,12,0.6914248863421254,573.9019783866205
311,L02-2,2,distance_5_prime,108227,108227,12,0.6944728745095146,574.59645126113
4484,L10-4,1,distance_3_prime,109311,109311,8,0.8726240749758516,575.4690753361059
4386,L10-2,1,distance_3_prime,109311,109311,8,0.8726240749758516,576.3416994110818
4347,L10-1,1,distance_3_prime,109311,109311,8,0.8726240749758516,577.2143234860577
4439,L10-3,1,distance_3_prime,109311,109311,8,0.8726240749758516,578.0869475610335
4452,L10-3,2,distance_3_prime,109315,109315,12,0.9330130778876511,579.0199606389211
4496,L10-4,2,distance_3_prime,109315,109315,12,1.0540186782221057,580.0739793171432
4358,L10-1,2,distance_3_prime,109316,109316,12,1.0997189068469195,581.1736982239901
3282,L04-4,2,distance_3_prime,109576,109576,12,0.6930949419131754,581.8667931659032
4198,L09-1,2,distance_3_prime,110835,110835,12,1.494666480866309,583.3614596467695
279,L02-2,1,distance_5_prime,111843,111843,8,1.013638758135504,584.375098404905
348,L02-3,1,distance_5_prime,111843,111843,8,1.013638758135504,585.3887371630404
415,L02-4,1,distance_5_prime,111843,111843,8,1.013638758135504,586.4023759211759
212,L02-1,1,distance_5_prime,111843,111843,8,1.013638758135504,587.4160146793114
232,L02-1,2,distance_5_prime,111843,111843,12,0.9051514311554251,588.3211661104668
2677,L02-2,2,distance_3_prime,113168,113168,12,0.7261783682675556,589.0473444787344
369,L02-3,2,distance_5_prime,114942,114942,12,0.8564796818745755,589.903824160609
1143,L05-4,2,distance_5_prime,116932,116932,12,0.6534731759521737,590.5572973365612
3344,L05-1,2,distance_3_prime,117393,117393,12,0.7755542697391927,591.3328516063004
3286,L04-4,2,distance_3_prime,117714,117714,12,0.7445697779839339,592.0774213842843
4279,L09-3,2,distance_3_prime,118256,118256,12,1.1812488138166635,593.258670198101
3790,L07-1,1,distance_3_prime,118763,118763,8,0.8054998596888059,594.0641700577897
3990,L08-1,1,distance_3_prime,118763,118763,8,0.768520323519729,594.8326903813095
3887,L07-3,1,distance_3_prime,118763,118763,8,0.8054998596888059,595.6381902409983
4035,L08-2,1,distance_3_prime,118763,118763,8,0.768520323519729,596.406710564518
3839,L07-2,1,distance_3_prime,118763,118763,8,0.8054998596888059,597.2122104242068
4089,L08-3,1,distance_3_prime,118763,118763,8,0.768520323519729,597.9807307477265
4135,L08-4,1,distance_3_prime,118763,118763,8,0.768520323519729,598.7492510712462
3937,L07-4,1,distance_3_prime,118763,118763,8,0.7967836943905859,599.5460347656368
4150,L08-4,2,distance_3_prime,118768,118768,12,1.1179479938816332,600.6639827595185
3805,L07-1,2,distance_3_prime,118769,118769,12,1.089160876569287,601.7531436360878
3951,L07-4,2,distance_3_prime,118770,118770,12,1.0739741882687512,602.8271178243565
3853,L07-2,2,distance_3_prime,118770,118770,12,1.0123974720607591,603.8395152964173
4005,L08-1,2,distance_3_prime,118771,118771,12,1.460391951128043,605.2999072475453
4050,L08-2,2,distance_3_prime,118771,118771,12,1.2021701027188703,606.5020773502642
4104,L08-3,2,distance_3_prime,118772,118772,12,1.2059846373323992,607.7080619875967
1533,L07-3,2,distance_5_prime,118987,118987,12,1.149684687876426,608.8577466754731
598,L03-3,2,distance_5_prime,119613,119613,12,0.9978802910167859,609.8556269664899
4402,L10-2,2,distance_3_prime,121656,121656,12,0.6939782128779423,610.5496051793679
3393,L05-2,2,distance_3_prime,121979,121979,12,0.8106119845026838,611.3602171638705
3743,L06-4,2,distance_3_prime,122504,122504,12,0.9150750897304538,612.2752922536009
3381,L05-2,1,distance_3_prime,123131,123131,8,0.8683128841656537,613.1436051377666
3331,L05-1,1,distance_3_prime,123131,123131,8,0.8689072502145699,614.0125123879811
3445,L05-3,1,distance_3_prime,123131,123131,8,0.8683128841656537,614.8808252721468
3496,L05-4,1,distance_3_prime,123131,123131,8,0.8689072502145699,615.7497325223613
1910,L09-3,2,distance_5_prime,124005,124005,12,1.2386750706715546,616.9884075930329
3623,L06-2,2,distance_3_prime,124040,124040,12,0.7583085187949432,617.7467161118278
2034,L10-2,2,distance_5_prime,124099,124099,12,0.707914136910138,618.454630248738
4597,L11-2,2,distance_3_prime,124115,124115,12,1.0291573151720859,619.4837875639101
294,L02-2,2,distance_5_prime,126945,126945,12,0.8145828587562283,620.2983704226664
1144,L05-4,2,distance_5_prime,127511,127511,12,0.7125937992922179,621.0109642219586
4450,L10-3,2,distance_3_prime,127568,127568,12,1.0888040279922415,622.0997682499509
3343,L05-1,2,distance_3_prime,129332,129332,12,0.8544290103661145,622.954197260317
3396,L05-2,2,distance_3_prime,129373,129373,12,0.8597488442360217,623.813946104553
913,L04-4,2,distance_5_prime,129817,129817,12,0.8211242067089755,624.635070311262
1487,L07-2,2,distance_5_prime,129982,129982,12,1.1079687481131733,625.7430390593752
1025,L05-2,2,distance_5_prime,130996,130996,12,0.8705344979210647,626.6135735572963
499,L03-1,2,distance_5_prime,132416,132416,12,1.3005017064567084,627.9140752637529
1978,L10-1,1,distance_5_prime,133494,133494,8,1.0656757166691946,628.9797509804221
2070,L10-3,1,distance_5_prime,133494,133494,8,1.0656757166691946,630.0454266970912
2017,L10-2,1,distance_5_prime,133494,133494,8,1.0656757166691946,631.1111024137604
2115,L10-4,1,distance_5_prime,133494,133494,8,1.0656757166691946,632.1767781304295
2083,L10-3,2,distance_5_prime,133510,133510,12,1.1395195172554573,633.316297647685
1989,L10-1,2,distance_5_prime,133511,133511,12,1.3431205950825045,634.6594182427675
2127,L10-4,2,distance_5_prime,133512,133512,12,1.287326915490004,635.9467451582575
123,L01-3,2,distance_5_prime,134494,134494,12,0.9132327902543416,636.8599779485119
3392,L05-2,2,distance_3_prime,137077,137077,12,0.9109458103417339,637.7709237588537
2966,L03-3,2,distance_3_prime,137654,137654,12,1.148388666613367,638.9193124254671
3341,L05-1,2,distance_3_prime,138701,138701,12,0.9163251025793342,639.8356375280464
4323,L09-4,2,distance_3_prime,138713,138713,12,2.1796112055352013,642.0152487335816
3330,L05-1,1,distance_3_prime,138717,138717,8,0.9788940805159911,642.9941428140976
3444,L05-3,1,distance_3_prime,138717,138717,8,0.9782244792359924,643.9723672933336
3380,L05-2,1,distance_3_prime,138717,138717,8,0.9782244792359924,644.9505917725696
3495,L05-4,1,distance_3_prime,138717,138717,8,0.9788940805159911,645.9294858530856
4311,L09-4,1,distance_3_prime,138718,138718,8,1.6416282792062746,647.5711141322919
4261,L09-3,1,distance_3_prime,138718,138718,8,1.5060813580116226,649.0771954903036
4225,L09-2,1,distance_3_prime,138718,138718,8,1.6416282792062746,650.7188237695099
4181,L09-1,1,distance_3_prime,138718,138718,8,1.5060813580116226,652.2249051275215
3456,L05-3,2,distance_3_prime,138719,138719,12,1.1736560045744036,653.3985611320959
4438,L10-3,1,distance_3_prime,138720,138720,8,1.1073946051234562,654.5059557372193
4346,L10-1,1,distance_3_prime,138720,138720,8,1.1073946051234562,655.6133503423428
2913,L03-2,2,distance_3_prime,138720,138720,12,1.053548282566429,656.6668986249092
4693,L11-4,2,distance_3_prime,138720,138720,12,0.994951248799375,657.6618498737085
4385,L10-2,1,distance_3_prime,138720,138720,8,1.1073946051234562,658.769244478832
4483,L10-4,1,distance_3_prime,138720,138720,8,1.1073946051234562,659.8766390839554
4275,L09-3,2,distance_3_prime,138720,138720,12,1.385661915274046,661.2623009992294
4194,L09-1,2,distance_3_prime,138721,138721,12,1.870723407698428,663.1330244069278
3570,L06-1,2,distance_3_prime,138721,138721,12,1.3534977546754219,664.4865221616033
4548,L11-1,2,distance_3_prime,138723,138723,12,1.4802422556702535,665.9667644172736
3276,L04-4,2,distance_3_prime,138724,138724,12,0.8774631554534146,666.8442275727269
2594,L02-1,2,distance_3_prime,138724,138724,12,1.1227008139588994,667.9669283866858
4493,L10-4,2,distance_3_prime,138724,138724,12,1.3375811838968432,669.3045095705827
2644,L02-2,1,distance_3_prime,138725,138725,8,1.2572716819322423,670.561781252515
2780,L02-4,1,distance_3_prime,138725,138725,8,1.2572716819322423,671.8190529344472
2797,L02-4,2,distance_3_prime,138725,138725,12,1.1583019642496817,672.9773548986968
3675,L06-3,1,distance_3_prime,138725,138725,8,1.51577440665859,674.4931293053554
3019,L03-4,2,distance_3_prime,138725,138725,12,1.0464414578644976,675.5395707632199
3610,L06-2,1,distance_3_prime,138725,138725,8,1.51577440665859,677.0553451698785
3555,L06-1,1,distance_3_prime,138725,138725,8,1.51577440665859,678.5711195765371
3731,L06-4,1,distance_3_prime,138725,138725,8,1.51577440665859,680.0868939831956
2577,L02-1,1,distance_3_prime,138725,138725,8,1.2572716819322423,681.3441656651279
2713,L02-3,1,distance_3_prime,138725,138725,8,1.2572716819322423,682.6014373470601
3131,L04-2,1,distance_3_prime,138726,138726,8,1.1808289576583622,683.7822663047185
3192,L04-3,1,distance_3_prime,138726,138726,8,1.1808289576583622,684.9630952623769
3262,L04-4,1,distance_3_prime,138726,138726,8,1.1808289576583622,686.1439242200353
4357,L10-1,2,distance_3_prime,138726,138726,12,1.3955834925467978,687.5395077125821
3146,L04-2,2,distance_3_prime,138726,138726,12,1.2193691291685467,688.7588768417506
3071,L04-1,1,distance_3_prime,138726,138726,8,1.1808289576583622,689.939705799409
4652,L11-3,2,distance_3_prime,138727,138727,12,1.9145894048722591,691.8542952042812
2858,L03-1,1,distance_3_prime,138728,138728,8,1.4004971922518772,693.2547923965332
2899,L03-2,1,distance_3_prime,138728,138728,8,1.4004971922518772,694.6552895887851
3007,L03-4,1,distance_3_prime,138728,138728,8,1.4004971922518772,696.055786781037
2951,L03-3,1,distance_3_prime,138728,138728,8,1.4004971922518772,697.4562839732889
2961,L03-3,2,distance_3_prime,138728,138728,12,1.1573485909740302,698.613632564263
4640,L11-3,1,distance_3_prime,138729,138729,8,1.235921998175904,699.8495545624388
4534,L11-1,1,distance_3_prime,138729,138729,8,1.235921998175904,701.0854765606147
4678,L11-4,1,distance_3_prime,138729,138729,8,1.235921998175904,702.3213985587905
4583,L11-2,1,distance_3_prime,138729,138729,8,1.235921998175904,703.5573205569664
117,L01-3,2,distance_5_prime,138936,138936,12,0.9433945822622363,704.5007151392286
59,L01-2,1,distance_5_prime,138939,138939,8,1.464195761452614,705.9649109006813
3,L01-1,1,distance_5_prime,138939,138939,8,1.464195761452614,707.4291066621339
160,L01-4,1,distance_5_prime,138939,138939,8,1.464195761452614,708.8933024235865
106,L01-3,1,distance_5_prime,138939,138939,8,1.464195761452614,710.3574981850392
15,L01-1,2,distance_5_prime,138941,138941,12,1.3445773105421561,711.7020754955813
1146,L05-4,2,distance_5_prime,138941,138941,12,0.7764702266271932,712.4785457222085
1327,L06-3,2,distance_5_prime,138941,138941,12,1.1090326764779248,713.5875783986864
170,L01-4,2,distance_5_prime,138941,138941,12,1.3883860652768583,714.9759644639634
71,L01-2,2,distance_5_prime,138942,138942,12,1.6266301139994437,716.6025945779628
1377,L06-4,2,distance_5_prime,139462,139462,12,1.0417472259190603,717.6443418038818
976,L05-1,2,distance_5_prime,139693,139693,12,0.9228787287374636,718.5672205326193
4049,L08-2,2,distance_3_prime,139773,139773,12,1.4147470490887897,719.9819675817081
3804,L07-1,2,distance_3_prime,141276,141276,12,1.295559379957755,721.2775269616659
3838,L07-2,1,distance_3_prime,141820,141820,8,0.9618819842970154,722.239408945963
4134,L08-4,1,distance_3_prime,141820,141820,8,0.9177231316282678,723.1571320775912
4088,L08-3,1,distance_3_prime,141820,141820,8,0.9177231316282678,724.0748552092194
4034,L08-2,1,distance_3_prime,141820,141820,8,0.9177231316282678,724.9925783408477
3789,L07-1,1,distance_3_prime,141820,141820,8,0.9618819842970154,725.9544603251447
3989,L08-1,1,distance_3_prime,141820,141820,8,0.9177231316282678,726.872183456773
3936,L07-4,1,distance_3_prime,141820,141820,8,0.9514736368942591,727.8236570936672
3886,L07-3,1,distance_3_prime,141820,141820,8,0.9618819842970154,728.7855390779642
2731,L02-3,2,distance_3_prime,141821,141821,12,1.056766064303163,729.8423051422674
4596,L11-2,2,distance_3_prime,141822,141822,12,1.1759831507258234,731.0182882929932
2867,L03-1,2,distance_3_prime,141823,141823,12,1.3928909913817797,732.4111792843751
3622,L06-2,2,distance_3_prime,141824,141824,12,0.8670295660236538,733.2782088503988
4149,L08-4,2,distance_3_prime,141825,141825,12,1.3349805859512884,734.61318943635
3950,L07-4,2,distance_3_prime,141826,141826,12,1.2824573817075349,735.8956468180576
4235,L09-2,2,distance_3_prime,141826,141826,12,2.0733406021769984,737.9689874202346
3852,L07-2,2,distance_3_prime,141827,141827,12,1.2089357267825318,739.1779231470172
4103,L08-3,2,distance_3_prime,141828,141828,12,1.4400901655573664,740.6180133125746
2662,L02-2,2,distance_3_prime,141829,141829,12,0.9100907658792161,741.5281040784538
4401,L10-2,2,distance_3_prime,141831,141831,12,0.8090651008638409,742.3371691793176
1028,L05-2,2,distance_5_prime,142042,142042,12,0.9439407398218562,743.2811099191395
919,L04-4,2,distance_5_prime,142835,142835,12,0.9034662337388517,744.1845761528783
3627,L06-2,2,distance_3_prime,144646,144646,12,0.8842816350339676,745.0688577879123
654,L03-4,2,distance_5_prime,147306,147306,12,1.1111703398247446,746.180028127737
1077,L05-3,1,distance_5_prime,151267,151267,8,1.066726373123632,747.2467545008607
963,L05-1,1,distance_5_prime,151267,151267,8,1.0674565545492796,748.3142110554099
1013,L05-2,1,distance_5_prime,151267,151267,8,1.066726373123632,749.3809374285336
1128,L05-4,1,distance_5_prime,151267,151267,8,1.0674565545492796,750.4483939830828
3511,L05-4,2,distance_3_prime,154355,154355,12,0.8626111934637035,751.3110051765466
3791,L07-1,1,distance_3_prime,157256,157256,8,1.066575330155207,752.3775805067017
4136,L08-4,1,distance_3_prime,157256,157256,8,1.0176101310628605,753.3951906377646
4036,L08-2,1,distance_3_prime,157256,157256,8,1.0176101310628605,754.4128007688274
3938,L07-4,1,distance_3_prime,157256,157256,8,1.055034115381777,755.4678348842092
3840,L07-2,1,distance_3_prime,157256,157256,8,1.066575330155207,756.5344102143644
3888,L07-3,1,distance_3_prime,157256,157256,8,1.066575330155207,757.6009855445195
